1, 17
2, 17
3, 13
4, 8
5, 17
6, 12
7, 13
8, 17
9, 13
10, 14
11, 14
12, 13
13, 8
14, 9
15, 13
16, 17
17, 17
18, 2
19, 17
20, 5
21, 12
22, 12
23, 13
24, 4
25, 12
26, 14
27, 12
28, 4
29, 5
30, 13
31, 8
32, 3
33, 17
34, 8
35, 2
36, 13
37, 16
38, 3
39, 17
40, 2
41, 17
42, 5
43, 3
44, 3
45, 17
46, 17
47, 14
48, 13
49, 3
50, 13
51, 12
52, 12
53, 16
54, 13
55, 9
56, 5
57, 13
